year,happiness,log_gdp_per_capita,social_support,life_expectancy,freedom_choices,generosity,corruption,positive_affect,negative_affect,ID
2008,5.296513081,9.238437653,0.829394639,65.12000275,0.640317261,-0.100098543,0.801256657,0.811301053,0.283164144,582
2009,6.021803379,9.227261543,0.779397964,65.45999908,0.736880839,-0.113802493,0.774304509,0.795992076,0.255967915,583
2010,5.838051319,9.245304108,0.839279711,65.80000305,0.723079085,-0.068903796,0.80563885,0.770916045,0.220013708,584
2011,5.795088291,9.304624557,0.818051338,66.13999939,0.7883057,-0.160672769,0.701595664,0.805906117,0.27068767,585
2012,5.960716248,9.343484879,0.785201013,66.48000336,0.825275123,-0.089326166,0.729978859,0.766601086,0.333309054,586
2013,6.019206047,9.376441002,0.801250935,66.81999969,0.78679812,-0.196092606,0.645848632,0.823896587,0.266504049,587
2014,5.945851803,9.398794174,0.830963194,67.16000366,0.719104826,-0.172802418,0.660934925,0.840573668,0.305792958,588
2015,5.964075089,9.384984016,0.855889201,67.5,0.800870478,-0.119606748,0.665827513,0.816486955,0.322946101,589
2016,6.115437508,9.357709885,0.842352092,67.75,0.846336305,-0.021062173,0.774084151,0.806851923,0.365246594,590
2017,5.839518547,9.365584373,0.848941743,68.0,0.879128158,-0.17302224,0.733588755,0.793201208,0.314343482,591
2005,5.167754173,9.041865349,0.847842455,61.40000153,0.81736201,-0.09840268129000002,0.7954175758199997,0.688714862,0.345555186,598
2007,5.540510654,9.137559891,0.685863256,61.52000046,0.609076858,-0.126236454,0.8368867397400003,0.599707186,0.355347604,599
2008,4.631741047,9.187094688,0.738363802,61.58000183,0.5931096022727274,-0.092666402,0.913641691,0.627448022,0.301017791,600
2009,5.066164494,9.213209152,0.744179964,61.63999939,0.611082554,-0.105123676,0.80086565,0.548718512,0.339482069,601
2010,4.668916225,9.243124962,0.768675268,61.70000076,0.486279041,-0.081208594,0.826335192,0.490835845,0.276345611,602
2011,4.174158573,9.238539696,0.753394485,61.75999832,0.589537799,-0.156874239,0.858596265,0.45629409,0.353416979,603
2012,4.204156876,9.237941742,0.736645103,61.81999969,0.451543361,-0.143243954,0.880383074,0.458450794,0.398423016,604
2013,3.558520317,9.236404419,0.675188124,61.88000107,0.473774552,-0.146632567,0.913228452,0.486913294,0.483379006,605
2014,4.885072708,9.241708755,0.618550718,61.93999863,0.577937961,-0.131715193,0.749142587,0.477180123,0.327350169,606
2015,4.762538433,9.262447357,0.729744256,62.0,0.659261465,-0.093897037,0.684498072,0.554459393,0.344331503,607
2016,4.556740761,9.284132004,0.809218585,62.25,0.655845225,-0.146827608,0.817527413,0.537922263,0.37049821,608
2017,3.929344177,9.305196762,0.63822639,62.5,0.592504799,-0.157819718,0.8156189232699996,0.458410412,0.414493799,609
2006,5.700929642,8.884818077,0.878409147,65.12000275,0.682989538,-0.061947256,0.806595683,0.812613666,0.232691318,616
2007,5.295535088,8.901626587,0.716827035,64.94000244,0.638936818,-0.021302951,0.785098732,0.833023429,0.220198929,617
2008,5.191493988,8.918750763,0.747411311,64.76000214,0.635648251,-0.08427161,0.734727442,0.827382028,0.23212412,618
2009,6.839087009,8.893871307,0.734112799,64.58000183,0.670932412,-0.109692581,0.647527635,0.841431558,0.243230954,619
2010,6.739911079,8.910987854,0.756653905,64.40000153,0.669337869,-0.070155427,0.694180071,0.822752953,0.302185982,620
2011,4.741294861,8.944543839,0.731277883,64.22000122,0.747246385,-0.132683039,0.706552804,0.830042779,0.336321533,621
2012,5.934371471,8.968485832,0.806014717,64.04000092,0.682744801,-0.161209792,0.786294818,0.783695877,0.365220815,622
2013,6.325063229,8.986650467,0.826858878,63.86000061,0.71557045,-0.156039312,0.771750867,0.801007926,0.317476392,623
2014,5.856523514,8.999739647,0.797612131,63.68000031,0.77801466,-0.200580344,0.781459808,0.801095843,0.329850852,624
2015,6.018496037,9.019993782,0.790755391,63.5,0.733355939,-0.162750497,0.80454427,0.816157162,0.332646847,625
2016,6.139824867,9.04195118,0.793659985,63.84999847,0.799847007,-0.19159025,0.797312021,0.742408216,0.345736474,626
2017,6.339318275,9.061598778,0.82895261,64.19999695,0.757827342,-0.178770304,0.777748585,0.800489426,0.268448353,627
2006,5.371054649,10.26864815,0.91006434,65.77999878,0.748576343,-0.269661725,0.796722651,0.589018345,0.215225026,634
2007,5.332044125,10.34626675,0.895631552,66.05999756,0.712120891,-0.251671016,0.742697179,0.588513255,0.176231012,635
2008,5.451937675,10.29626465,0.90372628,66.33999634,0.642325103,-0.223223135,0.662769675,0.594615102,0.217813089,636
2009,5.137738705,10.140028,0.873774767,66.62000275,0.61070931,-0.23535113,0.793151677,0.590579033,0.243074834,637
2011,5.486819744,10.23960781,0.908712626,67.18000031,0.735225379,-0.173453435,0.68678391,0.640869439,0.205158427,638
2012,5.363927841,10.27495861,0.889454544,67.45999908,0.696825743,-0.197208628,0.7928527,0.627043128,0.198966742,639
2013,5.367445946,10.29299641,0.900721788,67.73999786,0.753558695,-0.206273243,0.726356387,0.650512099,0.199018165,640
2014,5.55598259,10.32528877,0.917101741,68.01999664,0.773327112,-0.158476129,0.652447462,0.619621396,0.203439116,641
2015,5.628908634,10.34299374,0.917929649,68.30000305,0.814692378,-0.169200733,0.568734467,0.648784935,0.182694778,642
2016,5.649675369,10.37377071,0.937715113,68.52500153,0.842770696,-0.154941931,0.639085293,0.656822562,0.176869258,643
2017,5.938395977,10.42886448,0.93568635,68.75,0.861749232,-0.10656444,0.668402255,0.740096331,0.160164103,644
2011,4.867091179,8.902074814,0.837149739,42.5,0.60715723,-0.069485426,0.917250097,0.756366313,0.251053393,651
2012,4.561168671,7.252150536,0.658794284,56.31999969,0.776308239,-0.04738199,0.7124636825500005,0.555734932,0.137166128,655
2013,4.44482708,7.325243473,0.602481663,56.97999954,0.706796229,-0.011459271,0.750478268,0.570072651,0.213350877,656
2014,4.506646633,7.395837784,0.640452147,57.63999939,0.693558931,0.076440208,0.701800287,0.64365083,0.302858293,657
2015,4.573154926,7.467755318,0.625596821,58.29999924,0.802642584,0.108845145,0.56702733,0.623456478,0.236629039,658
2016,4.297848701,7.530741692,0.718718708,58.70000076,0.744307697,0.034556389,0.702880859,0.62714529,0.253940523,659
2017,4.180315495,7.59486866,0.73353976,59.09999847,0.717101216,-0.002455708,0.75689894,0.51432842,0.304436177,660
2006,7.672449112,10.74531746,0.964562833,68.72000122,0.968580484,-0.010571974,0.132430181,0.682818532,0.172133937,666
2008,7.67062664,10.79585457,0.9513399,69.16000366,0.934178948,0.02162027,0.216567531,0.691433728,0.143538713,667
2010,7.393264294,10.73366833,0.935481369,69.59999847,0.916009128,0.085120268,0.4125157,0.758084536,0.202094659,668
2011,7.354225159,10.75419044,0.937856853,69.81999969,0.936448395,0.095451884,0.319593191,0.708862185,0.20523864,669
2012,7.420209408,10.73535824,0.927739382,70.04000092,0.920968115,-0.007086734,0.360733956,0.742233932,0.201654434,670
2013,7.444635868,10.72169304,0.940869093,70.26000214,0.918625355,0.033543486,0.305770457,0.751642883,0.194672555,671
2014,7.384571075,10.71390152,0.952016532,70.48000336,0.933043957,-0.006807921,0.265479892,0.766498208,0.198813885,672
2015,7.447925568,10.71602917,0.947800577,70.69999695,0.929861903,0.105239972,0.223369658,0.736426234,0.191057593,673
2016,7.659843445,10.74088192,0.953940451,70.77500153,0.948372185,-0.032876525,0.249659568,0.768805683,0.181998447,674
2017,7.788251877,10.7699604,0.963826418,70.84999847,0.962198973,-0.008309741,0.192412779,0.755857646,0.176065788,675
2005,7.093392849,10.63676929,0.940338254,70.69999695,0.89481926,0.10765578440000007,0.687850833,0.681277752,0.225094199,682
2006,6.582700253,10.65402985,0.943929076,70.80000305,0.789120734,0.120387509,0.699270129,0.694246352,0.288682431,683
2008,7.008064747,10.66879368,0.935350597,71.0,0.833327115,-0.036685646,0.668875813,0.702371597,0.280619293,684
2009,6.283498287,10.63450909,0.918158531,71.09999847,0.798213184,-0.087550506,0.654168189,0.691047668,0.303366601,685
2010,6.797901154,10.64888763,0.942954779,71.19999695,0.849702179,-0.109173037,0.622954249,0.728971004,0.260568112,686
2011,6.959185123,10.6657505,0.92128557,71.30000305,0.903366625,-0.108111247,0.626624525,0.718365848,0.280994773,687
2012,6.649365425,10.6640377,0.93709743,71.40000153,0.841320336,-0.154730693,0.607905269,0.705462158,0.252988011,688
2013,6.66712141,10.66461849,0.907690823,71.5,0.877795756,-0.130178764,0.699069381,0.741086423,0.204969689,689
2014,6.466867924,10.66945267,0.877504528,71.59999847,0.803474188,-0.123766333,0.655637443,0.758671105,0.215893835,690
2015,6.357625008,10.67696476,0.895719409,71.69999695,0.817036211,-0.144943252,0.640602052,0.740427256,0.215400279,691
2016,6.475208759,10.68522072,0.884922922,71.80000305,0.786780477,-0.096961647,0.622697055,0.714936078,0.27003625,692
2017,6.635222435,10.70497513,0.931494594,71.90000153,0.83389014,-0.12905699,0.601486027,0.715806305,0.241983935,693
2011,4.255400658,9.557162285,0.652701557,54.45999908,0.771871924,-0.21342513,0.850830913,0.564417541,0.263955116,700
2012,3.97205925,9.572758675,0.736096144,54.91999817,0.565965831,-0.197258309,0.810119689,0.503554463,0.265743077,701
2013,3.800287008,9.592561722,0.733487546,55.38000107,0.68249011,-0.147954538,0.7804389,0.518544436,0.287097007,702
2014,3.918073177,9.601395607,0.828597128,55.84000015,0.606613815,-0.200559452,0.781658471,0.533089578,0.293042421,703
2015,4.66101265,9.608581543,0.755861998,56.29999924,0.671300709,-0.196348161,0.86677748,0.59964323,0.371656328,704
2016,4.831764221,9.601238251,0.780048966,56.625,0.698942363,-0.206989035,0.816563547,0.625076175,0.432404667,705
2017,4.782382965,9.580394745,0.806941152,56.95000076,0.652359545,-0.231157675,0.868305504,0.637974918,0.446124285,706
2017,4.117938995,7.563740253,0.697001517,56.40000153,0.812325835,0.111021839,0.571615577,0.77029413,0.27724719,713
2006,3.675108433,8.993415833,0.64663595,63.29999924,0.552592635,-0.272559106,0.751933634,0.352651566,0.269383609,718
2007,3.707194567,9.117116928,0.54836905,63.40000153,0.463722527,-0.272220284,0.697340012,0.350956768,0.235846743,719
2008,4.15609026,9.144052505,0.607512712,63.5,0.6139974,-0.229815722,0.49799946,0.371024489,0.261508077,720
2009,3.800639153,9.115746498,0.54351306,63.59999847,0.495314002,-0.23808904,0.534585297,0.391252249,0.242350146,721
2010,4.101837158,9.183660507,0.540388942,63.70000076,0.557857931,-0.253164709,0.459736317,0.401716352,0.242536306,722
2011,4.203030586,9.263072014,0.502937376,63.79999924,0.632464528,-0.260438323,0.353346407,0.421274066,0.246770427,723
2012,4.254445553,9.332181931,0.532586455,63.90000153,0.65872401,-0.274564892,0.320887595,0.443486065,0.250087857,724
2013,4.348920822,9.370764732,0.559165776,64.0,0.722127616,-0.259676248,0.348713607,0.467081726,0.199907079,725
2014,4.287508011,9.413660049,0.558420002,64.09999847,0.71978116,-0.238581777,0.415525645,0.458110958,0.204327509,726
2015,4.121940613,9.441860199,0.517371595,64.19999695,0.639944971,-0.210428119,0.50241679,0.44771415,0.233192086,727
2016,4.448386192,9.469911575,0.533412278,64.32499695,0.606468379,-0.254814386,0.560924053,0.474852562,0.223224476,728
2017,4.45077467,9.517067909,0.590495169,64.44999695,0.820908785,-0.249543443,0.589631975,0.495819479,0.209639609,729
2005,6.619549751,10.69079208,0.963490367,69.90000153,0.846623778,-0.004495346570000003,0.781006813,0.684764624,0.197262481,736
2007,6.416819572,10.76004124,0.925937593,69.94000244,0.800878227,0.160926774,0.792179406,0.646914542,0.230811894,737
2008,6.521790028,10.77149582,0.923211336,69.95999908,0.765556991,-0.07371091956999999,0.758266151,0.67213124,0.220000386,738
2009,6.64149332,10.71540546,0.934782326,69.98000336,0.843784511,0.121106081,0.689930737,0.684358895,0.206444725,739
2010,6.724531174,10.75788689,0.939308643,70.0,0.842656434,0.08899048,0.688005984,0.697530389,0.182344139,740
2011,6.621312141,10.81492519,0.947236657,70.01999664,0.906293273,0.02676888,0.677172124,0.685721278,0.165199533,741
2012,6.702362061,10.81722355,0.926406622,70.04000092,0.904440463,0.064857587,0.67923671,0.699049354,0.169576168,742
2013,6.965125084,10.81886101,0.931420565,70.05999756,0.894312978,0.018139303,0.56579423,0.693133771,0.204995915,743
2014,6.984214306,10.83654785,0.937558949,70.08000183,0.898683429,0.081714392,0.473952919,0.738942146,0.187844872,744
2015,7.037137508,10.84269905,0.925923228,70.09999847,0.889428854,0.17162773,0.412168294,0.72238481,0.20270516,745
2016,6.873763084,10.85668278,0.906029284,70.30000305,0.870515049,0.14228937,0.445922136,0.709376156,0.187254936,746
2017,7.074324608,10.87939453,0.892166078,70.5,0.840727866,0.138983652,0.414021194,0.707113683,0.196434811,747
2006,4.535019875,8.067016602,0.728269994,52.54000092,0.849283397,0.20833157,0.814070404,0.637270749,0.197606653,754
2007,5.220148087,8.083511353,0.729647696,52.97999954,0.891153276,0.132868439,0.771188259,0.658397734,0.21663028,755
2008,4.965134621,8.145339012,0.622255147,53.41999817,0.838006318,0.114942007,0.862870395,0.674331009,0.172045439,756
2009,4.197695732,8.167292595,0.633197725,53.86000061,0.75747776,0.000389929,0.889738321,0.713851511,0.197590128,757
2010,4.606251717,8.218624115,0.73855865,54.29999924,0.891129911,0.068841815,0.874849141,0.693436503,0.184128717,758
2011,5.608199596,8.325683594,0.724297225,54.74000168,0.851896167,0.005705521,0.790444314,0.657618284,0.209212631,759
2012,5.057261944,8.389938354,0.68511188,55.18000031,0.679418445,0.035144694,0.897836149,0.709003925,0.152376384,760
2013,4.965053082,8.43598938,0.676289201,55.61999893,0.793793738,-0.070208631,0.880178452,0.660169482,0.210818723,761
2014,3.860351086,8.440074921,0.651468754,56.06000137,0.676916063,-0.003522958,0.912682354,0.681699812,0.280321032,762
2015,3.985916138,8.437417984,0.687448561,56.5,0.852016151,-0.042843543,0.94543612,0.674785078,0.265278548,763
2016,4.514411449,8.447202682,0.647303164,56.875,0.75116837,0.085191436,0.893955231,0.65892458,0.304909706,764
2017,5.481310844,8.503006935,0.669111073,57.25,0.783046365,0.074327588,0.838609993,0.714789271,0.247518942,765
2005,6.006309986,10.45363522,0.836539447,69.59999847,0.734171808,-0.09078745637000005,0.860563099,0.597686529,0.263643026,772
2007,6.646961212,10.53528214,0.808002651,69.76000214,0.575308859,-0.195753366,0.844570935,0.629187405,0.22174412,773
2009,6.038574696,10.48268032,0.793317616,69.91999817,0.443107843,-0.298429608,0.958768308,0.614257872,0.253589481,774
2010,5.839558601,10.42505169,0.868422449,70.0,0.484110981,-0.308237761,0.954113841,0.580756307,0.291516393,775
2011,5.372039795,10.31951046,0.85155499,70.08000183,0.528125942,-0.320964396,0.941152513,0.551990569,0.322790802,776
2012,5.096354008,10.2514143,0.81214112,70.16000366,0.37261042,-0.309576273,0.958908975,0.544410706,0.351506293,777
2013,4.720251083,10.23318386,0.686650038,70.23999786,0.425966531,-0.277237833,0.941309869,0.570836425,0.482183158,778
2014,4.75623703,10.24459076,0.832333207,70.31999969,0.369156331,-0.292941749,0.930213809,0.597015142,0.385433316,779
2015,5.622519016,10.24921608,0.834824681,70.40000153,0.531736314,-0.277164876,0.823959649,0.636590421,0.277412534,780
2016,5.302619457,10.24849224,0.802605867,70.52500153,0.481616855,-0.265133977,0.898470819,0.593827844,0.336207509,781
2017,5.14824152,10.26133156,0.752899528,70.65000153,0.438300014,-0.294740796,0.87223947,0.51590848,0.332830757,782
2006,5.901429176,8.849712372,0.830441594,58.97999954,0.663381696,0.166777954,0.706095576,0.789322317,0.287081897,789
2007,6.329581261,8.891402245,0.866397083,59.25999832,0.627586961,0.130328491,0.80974263,0.789606929,0.224379733,790
2008,6.414494514,8.904532433,0.865605474,59.54000092,0.630151749,0.200027511,0.79628545,0.800283611,0.2336362,791
2009,6.451916218,8.890479088,0.833815634,59.81999969,0.643478751,0.191092163,0.754889369,0.813852191,0.239741579,792
2010,6.289748669,8.900547028,0.859052479,60.09999847,0.695862949,0.160768449,0.794835389,0.804730654,0.235617921,793
2011,5.743353844,8.923148155,0.768112421,60.38000107,0.762963116,0.003407752,0.863039374,0.791875601,0.289357901,794
2012,5.855717182,8.934686661,0.802148998,60.65999985,0.865472019,0.014793318,0.820923984,0.808444262,0.349404961,795
2013,5.984601498,8.953396797,0.829650402,60.93999863,0.88400501,0.039446179,0.816769838,0.822216988,0.33252427,796
2014,6.536030769,8.979589462,0.833974659,61.22000122,0.843398929,0.102032416,0.804462552,0.815518975,0.305114686,797
2015,6.464986801,9.002781868,0.822837472,61.5,0.868639767,0.045796677,0.821654916,0.826123118,0.310553789,798
2016,6.358916283,9.012626648,0.811235487,61.70000076,0.862675726,0.005959109,0.812030017,0.815476716,0.321357191,799
2017,6.325118542,9.026683807,0.826492071,61.90000153,0.914521694,-0.064077757,0.799747884,0.818839788,0.308086157,800
2011,4.044569492,7.556332588,0.598465562,51.02000046,0.796830237,0.036394905,0.743256271,0.669798911,0.260133177,805
2012,3.651554823,7.589314461,0.542295277,51.13999939,0.646187842,-0.003165714,0.794450223,0.657049835,0.284573376,806
2013,3.901793003,7.603590012,0.566866577,51.25999832,0.692736626,0.086997621,0.815481603,0.605540574,0.348057002,807
2014,3.4124825,7.615059376,0.63771373,51.38000107,0.68355757,0.002136803,0.705246389,0.643382549,0.351264536,808
2015,3.504693508,7.627111912,0.578859627,51.5,0.66595304,0.002731623,0.762152016,0.658103645,0.267741233,809
2016,3.602854729,7.703959465,0.675447047,51.95000076,0.725685179,-0.060191609,0.802781165,0.676122487,0.374393791,810
2017,4.873722553,7.776358128,0.634025574,52.40000153,0.738212824,0.033802852,0.750026226,0.701788723,0.422460884,811
2007,5.992826462,9.08853054,0.848765194,56.24000168,0.694005668,0.082012504,0.835569084,0.760633051,0.29641977,818
2006,3.754156113,7.976453304,0.693800747,6.71999979,0.449474722,0.354995996,0.853506446,0.583196223,0.332141399,819
2008,3.846329212,8.015879631,0.679098427,17.36000061,0.464970648,0.213009655,0.811658978,0.572522998,0.255774111,820
2010,3.76599884,7.987371445,0.554030776,28.0,0.372941315,0.167340115,0.848006785,0.495069414,0.292556822,821
2011,4.844573975,8.025838852,0.567039013,33.31999969,0.412587792,0.194368914,0.681960106,0.5502581,0.244855642,822
2012,4.413475037,8.015476227,0.74866271,38.63999939,0.482485861,0.242566466,0.717166364,0.556582868,0.283806413,823
2013,4.62196207,8.042824745,0.648350894,43.95999908,0.610410035,0.242882803,0.668975711,0.52825129,0.326655537,824
2014,3.888778448,8.056643486,0.554148793,49.27999878,0.508805454,0.238246694,0.70752126,0.573324144,0.327208459,825
2015,3.569762468,8.056147575,0.56431967,54.59999847,0.398295492,0.259284139,0.777403951,0.597596824,0.332539678,826
2016,3.352300167,8.060001373,0.58374244,54.90000153,0.303540409,0.244460702,0.838523149,0.532205284,0.367341012,827
2017,3.823865652,8.070919037,0.646984994,55.20000076,0.484429151,0.333262593,0.647191584,0.570106566,0.321692765,828
2006,5.396519661,8.448007584,0.932676792,63.09999847,0.650253594,0.084848262,0.843539059,0.837169111,0.155473977,830
2007,5.09715414,8.485170364,0.818868577,62.90000153,0.675630987,0.226033181,0.825974703,0.7119174,0.19878,831
2008,5.420331001,8.504487038,0.828175902,62.70000076,0.686880887,0.218838841,0.863222003,0.718948781,0.20585382,832
2009,6.033189297,8.458436012,0.823966086,62.5,0.661202788,0.114379749,0.856734335,0.744660378,0.261304349,833
2010,5.866131306,8.474308968,0.802938998,62.29999924,0.645528495,0.101223089,0.81994009,0.745393693,0.259946257,834
2011,4.961031437,8.491849899,0.76570183,62.09999847,0.783369064,0.091322102,0.883963168,0.75679487,0.307470977,835
2012,4.602218151,8.512798309,0.779194891,61.90000153,0.700452089,-0.007311854,0.871437132,0.79634434,0.293591261,836
2013,4.713358402,8.521371841,0.791960239,61.70000076,0.698400378,-0.031263009,0.867699742,0.794984698,0.283281326,837
2014,5.055726051,8.533008575,0.790214539,61.5,0.695982575,0.011086553,0.834350109,0.794057786,0.299388498,838
2015,4.845436573,8.552596092,0.772375524,61.29999924,0.534057677,-0.10077545,0.848082721,0.829365373,0.31076616,839
2016,5.648154736,8.573054314,0.773909986,61.72499847,0.850046694,0.076099269,0.792875171,0.790041089,0.296846688,840
2017,6.019985676,8.602948189,0.84335494,62.15000153,0.898377419,0.068243355,0.783429444,0.796158135,0.248383343,841
2006,5.511187077,10.74640083,0.812177718,62.68719083040789,0.90982008,0.149534062,0.355984807,0.591139972,0.235955417,847
2008,5.137261868,10.81552219,0.840222418,62.68719083040789,0.922211289,0.290214002,0.273945063,0.575072944,0.236634448,848
2009,5.397055626,10.78847027,0.834715724,62.68719083040789,0.918026328,0.301591933,0.272124708,0.606459022,0.210104212,849
2010,5.642834663,10.84661102,0.857314408,62.68719083040789,0.890417695,0.325891316,0.255775422,0.600561321,0.183105648,850
2011,5.474010944,10.88690948,0.846060157,62.68719083040789,0.894330144,0.228478566,0.244886592,0.582491279,0.195711568,851
2012,5.483764648,10.89273071,0.826425672,62.68719083040789,0.879752457,0.216323942,0.379783154,0.580223143,0.183349267,852
2014,5.458050728,10.93948078,0.833558202,62.68719083040789,0.843082368,0.217707112,0.422959864,0.602495313,0.242867544,853
2016,5.498420715,10.96989346,0.83207792,62.68719083040789,0.799743414,0.094129287,0.40281257,0.568554521,0.213114589,854
2017,5.362474918,10.9994669,0.83106631,62.68719083040789,0.830657244,0.133959398,0.415810198,0.535811782,0.200593412,855
2005,5.193933487,10.10276794,0.929628253,65.0,0.696874499,-0.07525902223999999,0.902810693,0.578233123,0.290326953,860
2007,4.953917027,10.1473465,0.93065387,65.31999969,0.538498104,-0.166310042,0.895177424,0.600212455,0.230282992,861
2009,4.894600391,10.09237957,0.900874496,65.63999939,0.464373112,-0.13064146,0.914700747,0.575199783,0.227890417,862
2010,4.725132465,10.10534477,0.895693719,65.80000305,0.513835371,-0.150868401,0.98327601,0.574385524,0.234813049,863
2011,4.917602539,10.12667465,0.893662214,65.95999908,0.631100118,-0.094855882,0.939908028,0.586092055,0.304519564,864
2012,4.683358192,10.11925793,0.906113982,66.12000275,0.56923151,-0.142038748,0.930297315,0.581948757,0.315398008,865
2013,4.914466858,10.13987637,0.877318323,66.27999878,0.673728287,-0.118784986,0.911533177,0.646606326,0.306724131,866
2014,5.18056345,10.184021,0.844735265,66.44000244,0.494474709,-0.15566051,0.855361402,0.577916741,0.237619638,867
2015,5.34438324,10.22280216,0.858733833,66.59999847,0.557721376,-0.203650042,0.907530308,0.649912417,0.244536385,868
2016,5.448901653,10.24752426,0.899511576,66.75,0.55395174,-0.192704231,0.924185812,0.589961708,0.24332577,869
2017,6.065038681,10.29201508,0.876747549,66.90000153,0.661165953,-0.145132914,0.886361301,0.643605471,0.180921271,870
2008,6.888284206,10.8780365,0.977429569,71.19999695,0.885196149,0.264505446,0.708049297,0.851445079,0.153068438,877
2012,7.590660095,10.78808689,0.978965282,71.59999847,0.904654503,0.234577358,0.758585632,0.816949069,0.157153815,878
2013,7.501394272,10.82314682,0.967144907,71.69999695,0.9232077,0.298813134,0.712598741,0.80226624,0.15627557,879
2015,7.498070717,10.86174393,0.980283201,71.90000153,0.94048512,0.29411906,0.638661802,0.794291139,0.179504439,880
2016,7.510034561,10.90899277,0.984940052,71.92500305,0.951609552,0.274389535,0.719299555,0.807857871,0.158169165,881
2017,7.476213932,10.92663097,0.966752827,71.94999695,0.938783288,0.239581913,0.726845384,0.823209763,0.148160011,882
2006,5.348258972,8.141137123,0.707318068,55.86000061,0.773737073,-0.09448474743000002,0.854811728,0.576095998,0.198601618,888
2007,5.02679348,8.200288773,0.568992674,56.22000122,0.728892624,-0.056243528,0.862142861,0.541329563,0.252502203,889
2008,5.145833015,8.216464996,0.683593154,56.58000183,0.755839646,-0.076933585,0.891188443,0.572613895,0.259315461,890
2009,4.521517754,8.278234482,0.652852058,56.93999863,0.678643644,-0.030991057,0.894611061,0.638585687,0.300621331,891
2010,4.989277363,8.34601593,0.604809761,57.29999924,0.783060372,0.052840173,0.862548053,0.579225481,0.266502023,892
2011,4.634871483,8.383486748,0.552593112,57.65999985,0.837551653,-0.042788167,0.907793522,0.479759604,0.231594488,893
2012,4.720146656,8.42329216,0.510574579,58.02000046,0.609320104,0.062360067,0.829614758,0.543506503,0.294841021,894
2013,4.427788734,8.472221375,0.552826345,58.38000107,0.740176618,0.079355136,0.832356334,0.608282983,0.330437362,895
2014,4.424379349,8.531302452,0.621466637,58.74000168,0.809382915,-0.030642148,0.832141995,0.651042819,0.284582049,896
2015,4.342079163,8.59635067,0.61013329,59.09999847,0.777225256,-0.009961412,0.776434958,0.657200933,0.321829438,897
2016,4.179177284,8.663831711,0.613529384,59.40000153,0.820068777,0.04114192,0.764722109,0.645889163,0.345681459,898
2017,4.046111107,8.718020439,0.606767476,59.70000076,0.88585043,-0.046380542,0.780802786,0.578831077,0.317936778,899
2006,4.946978092,8.839255333,0.770950854,60.31999969,0.713171124,0.342780262,0.915120065,0.715400815,0.265537202,906
2007,5.101213932,8.887655258,0.703788102,60.54000092,0.603260338,0.306765974,0.959867001,0.695946157,0.241613194,907
2008,4.815309525,8.933032036,0.675075412,60.75999832,0.595633388,0.159502715,0.96821183,0.67530942,0.239270583,908
2009,5.472361088,8.965565681,0.779368043,60.97999954,0.783792853,0.185986578,0.910941303,0.767534971,0.192703858,909
2010,5.457299232,9.013428688,0.816021502,61.20000076,0.699657559,0.442654878,0.954049587,0.71695751,0.217907995,910
2011,5.172608376,9.060741425,0.82497704,61.41999817,0.878287196,0.433000416,0.962294877,0.747676671,0.273416042,911
2012,5.36777401,9.106734276,0.833621144,61.63999939,0.770319343,0.34906131,0.96158886,0.763571858,0.228979602,912
2013,5.292237759,9.14868927,0.793760836,61.86000061,0.780690789,0.370877981,0.972668588,0.777257264,0.249146357,913
2014,5.597375393,9.185947418,0.904827833,62.08000183,0.71941328,0.402708769,0.970144212,0.757046998,0.241678208,914
2015,5.04279995,9.22245121,0.809478104,62.29999924,0.779418349,0.465960234,0.945967257,0.796219051,0.274292201,915
2016,5.136325359,9.260966301,0.791830599,62.42499924,0.82994163,0.494283438,0.889677405,0.747754455,0.341573596,916
2017,5.098401546,9.300356865,0.795589209,62.54999924,0.865026295,0.482244015,0.900416434,0.781277835,0.319171578,917
2005,5.308190346,9.497694016,0.765978038,64.30000305,0.651167691,-0.15431328535000008,0.636490345,0.514641285,0.456109405,924
2007,5.336371422,9.594892502,0.71759212,64.58000183,0.532619894,0.042898957,0.87164396,0.55341208,0.361320287,925
2008,5.128988266,9.583679199,0.632628739,64.72000122,0.601222098,0.039843492,0.868343472,0.540651083,0.345182449,926
2011,4.767507076,9.635751724,0.582237065,65.13999939,0.797573686,0.188378543,0.664581537,0.51254046,0.359067976,927
2012,4.608927727,9.584786415,0.599542618,65.27999878,0.764418423,0.002502685130000002,0.677707136,0.529298484,0.524968743,928
2013,5.139579296,9.554883957,0.66370672,65.41999817,0.730214715,0.201935321,0.685038149,0.574902415,0.551839709,929
2014,4.682224274,9.584557533,0.644063771,65.55999756,0.766822994,0.227228731,0.639682412,0.549891829,0.511569083,930
2015,4.749955654,9.547588348,0.572406888,65.69999695,0.780383229,0.163672641,0.698951244,0.548020124,0.519858181,931
2016,4.652730942,9.61370945,0.566281199,65.84999847,0.773303747,0.17619589,0.712782621,0.592352271,0.52587682,932
2017,4.716783047,9.62663269,0.714232922,66.0,0.730635166,0.209770635,0.714941323,0.589897513,0.438533902,933
2008,4.589844704,8.981643677,0.744366288,60.93999863,0.385769367,-0.060961686,0.909881651,0.532274425,0.448168784,940
2009,4.775316715,8.978890419,0.861746132,60.91999817,0.431467623,-0.197962791,0.854340255,0.504469514,0.403819829,941
2010,5.065462112,9.00924015,0.854117811,60.90000153,0.419064105,-0.122785158,0.858734667,0.496702403,0.430934399,942
