year,happiness,log_gdp_per_capita,social_support,life_expectancy,freedom_choices,generosity,corruption,positive_affect,negative_affect,ID
2011,5.187571526,9.862348557,0.732914627,65.45999908,0.657106042,-0.001709644,0.910560846,0.506424606,0.320167035,1183
2012,4.572566986,9.861598015,0.712611496,65.51999664,0.620627165,-0.01588854,0.855777562,0.442211181,0.338856846,1184
2013,4.983288765,9.806897163,0.708228052,65.58000183,0.654868305,-0.012098598,0.920827806,0.446394682,0.409337312,1185
2014,5.233025551,9.731715202,0.758719444,65.63999939,0.657207966,-0.017433776,0.939358175,0.524522364,0.267213225,1186
2015,5.171971321,9.716663361,0.741707742,65.69999695,0.596749783,0.065664135,0.888953269,0.524464548,0.242553964,1187
2016,5.27072382,9.754262924,0.827885926,65.77500153,0.657357454,0.020841213,0.853114486,0.512747288,0.263445616,1188
2017,5.153989792,9.787406921,0.776583016,65.84999847,0.604554176,-0.087547764,0.910727262,0.469468743,0.243549213,1189
2011,4.89751482,7.785040379,0.824085355,41.52000046,0.618259728,-0.092592224,0.767675638,0.754062176,0.170009926,1196
2016,3.808204889,7.896602631,0.798059285,42.25,0.729489863,-0.099940911,0.742873371,0.684949994,0.27028349,1197
2017,3.795300722,7.852320194,0.768551648,42.90000153,0.756505191,-0.144356936,0.796859443,0.706036747,0.255303085,1198
2007,3.701401234,7.178884983,0.593731701,51.86000061,0.790374219,0.111470148,0.775734663,0.599677563,0.435410291,1201
2008,4.221354008,7.207139969,0.618692517,51.93999863,0.724082768,-0.038344655,0.839667678,0.629001737,0.261133134,1202
2010,4.196063042,7.257479191,0.827098727,52.09999847,0.81900537,-0.043179851,0.81842953,0.548855722,0.216883108,1203
2014,4.571419239,7.386387348,0.708301783,52.41999817,0.590450883,-0.034524504,0.868966281,0.565419495,0.44285962,1204
2015,2.701591253,7.365847588,0.637665987,52.5,0.671430886,-0.066510834,0.902672648,0.519482315,0.388488621,1205
2016,3.354676008,7.330049992,0.642614603,53.09999847,0.763476014,0.027643111,0.901267469,0.625466764,0.509046674,1206
2017,4.424490929,7.335249901,0.684866846,53.70000076,0.733389914,-0.017873023,0.866806388,0.673801899,0.39133054,1207
2012,5.754394054,10.38018417,0.854930937,65.13999939,0.711518884,-0.076037012,0.790556133,0.633086085,0.316149682,1212
2015,5.615404606,9.857912064,0.867987692,64.30000305,0.774544954,-0.089146964,0.8295955789899999,0.651638031,0.368905216,1213
2016,5.43358326,9.828466415,0.87606585,64.52500153,0.822384834,-0.135230243,0.7434080791499997,0.644933641,0.383073747,1214
2017,5.646852493,10.09464169,0.822758794,64.75,0.778695881,-0.068278141,0.673065543,0.643042386,0.379374176,1215
2006,5.954442978,10.04229259,0.930439949,63.5,0.567254603,-0.30066368,0.966878653,0.56656003,0.25399825,1220
2007,5.80828476,10.15950012,0.940791965,63.70000076,0.589662313,-0.287421525,0.966326058,0.522942126,0.279184252,1221
2008,5.553925991,10.19559288,0.91366744,63.90000153,0.621060073,-0.265065968,0.960843027,0.501196086,0.275795698,1222
2009,5.466920853,10.04607391,0.932608962,64.09999847,0.495955795,-0.308756173,0.978800118,0.525221646,0.270837814,1223
2010,5.065824986,10.08342171,0.881810606,64.30000305,0.519352257,-0.280562818,0.962167203,0.462606311,0.27202931,1224
2011,5.43243742,10.16464233,0.911411285,64.5,0.565797269,-0.153628841,0.963511646,0.555819511,0.274636686,1225
2012,5.771037102,10.21577263,0.918690145,64.69999695,0.503027141,-0.278951526,0.956959248,0.556552887,0.277385563,1226
2013,5.595689297,10.26077843,0.91251415,64.90000153,0.555815279,-0.242357612,0.936335504,0.539511204,0.293728739,1227
2014,6.125723839,10.30413532,0.908239841,65.09999847,0.507947206,-0.269215733,0.956347883,0.564930737,0.286910683,1228
2015,5.711378098,10.33358669,0.92852354,65.30000305,0.641470194,-0.259416133,0.92417407,0.533641696,0.276451677,1229
2016,5.865552425,10.37117004,0.937873363,65.65000153,0.614239335,-0.272096306,0.949392676,0.552628219,0.249855742,1230
2017,6.272940636,10.42708778,0.926316619,66.0,0.749307334,-0.179372266,0.789709866,0.590111554,0.19511883,1231
2009,6.957920074,11.62830639,0.938559353,70.30000305,0.939101696,0.115967147,0.431606978,0.713410318,0.238021523,1238
2010,7.097251892,11.64696693,0.952371716,70.5,0.908303082,0.085595392,0.423341334,0.717743278,0.216064394,1239
2011,7.101400375,11.63512897,0.934090614,70.69999695,0.961830735,0.096667051,0.3881706,0.743698657,0.200136617,1240
2012,6.964097023,11.62747765,0.913907707,70.90000153,0.916520953,0.048048589,0.402753204,0.725599825,0.227411717,1241
2013,7.130809307,11.63559151,0.916683257,71.09999847,0.789655447,-0.064535126,0.300811768,0.60076052,0.184799984,1242
2014,6.89112711,11.63791466,0.875469446,71.30000305,0.937987685,0.096714847,0.366286784,0.760254264,0.170409396,1243
2015,6.701571465,11.6367588,0.933604598,71.5,0.932256401,0.044370703,0.37539047,0.727877915,0.19305034,1244
2016,6.967340946,11.66378784,0.941260576,71.52500153,0.882365346,0.010685492,0.356336325,0.706498742,0.192300707,1245
2017,7.061380863,11.65256405,0.905435503,71.55000305,0.90282172,0.036434427,0.330173582,0.72573179,0.184467003,1246
2006,3.979751348,7.351137161,0.711134732,54.13999939,0.50726274025,-0.041854814,0.8525370293500003,0.562594175,0.161333442,1251
2008,4.640079021,7.413260937,0.775688589,54.61999893,0.332436115,-0.102579169,0.773066521,0.582536519,0.214525178,1252
2011,4.381415367,7.308839321,0.818402648,55.34000015,0.545555592,-0.065020561,0.897100151,0.516020477,0.234825984,1253
2012,3.550609589,7.311224937,0.673088312,55.58000183,0.487007886,-0.058005959,0.853590488,0.587817192,0.193977416,1254
2013,3.815607071,7.30725193,0.672546744,55.81999969,0.479550391,-0.021556407,0.86770767,0.600077331,0.241230845,1255
2014,3.675626993,7.313827515,0.655214131,56.06000137,0.528805017,-0.026291067,0.79105562,0.641383529,0.192181751,1256
2015,3.592514038,7.318787575,0.646716535,56.29999924,0.544753611,-0.044008072,0.860953391,0.674233139,0.226243451,1257
2016,3.663085938,7.332082748,0.746496975,56.54999924,0.569645405,-0.072243385,0.864171147,0.669859111,0.204255417,1258
2017,4.078620434,7.344820023,0.626331985,56.79999924,0.570347905,-0.036630675,0.847260773,0.701161802,0.374838024,1259
2006,3.829868078,7.014667988,0.553878903,45.36000061,0.76714164,0.171221122,0.676439166,0.608673573,0.222251549,1264
2007,4.89103651,7.077990532,0.600266993,46.41999817,0.909993827,0.17318356,0.691305459,0.691453099,0.175514221,1265
2009,5.148239613,7.173773289,0.71845001,48.54000092,0.879161239,0.146983579,0.68892628,0.694449782,0.130396396,1266
2011,3.946062565,7.230845451,0.612736762,50.65999985,0.733463824,0.069757029,0.852994204,0.619638383,0.268474787,1267
2012,4.279269695,7.221341133,0.603725672,51.72000122,0.637362719,0.140231505,0.885784984,0.717376053,0.200462922,1268
2013,4.035084248,7.245964527,0.563161552,52.77999878,0.751995265,0.04932785,0.856666088,0.699051321,0.247828677,1269
2014,4.563080311,7.272803783,0.511616111,53.84000015,0.785766721,0.031983431,0.824017882,0.652700365,0.262713403,1270
2015,3.86763835,7.272827625,0.494381636,54.90000153,0.801390707,0.028963029,0.834825397,0.602146029,0.259763956,1271
2016,3.476492643,7.27034235,0.524299622,55.45000076,0.809884131,0.036747385,0.823615015,0.584088564,0.32473892,1272
2017,3.416862965,7.282608032,0.555422723,56.0,0.847920775,-0.004201134,0.734636605,0.591678917,0.312088341,1273
2006,6.011716843,9.827419281,0.865899801,65.08000183,0.836765766,0.196234465,0.739797235,0.687222064,0.242824569,1279
2007,6.238904476,9.866742134,0.871497095,65.16000366,0.843627632,0.084642775,0.79905206,0.719230771,0.162261575,1280
2008,5.806781769,9.893046379,0.802811384,65.23999786,0.77956599,0.039717209,0.883765519,0.727531135,0.185744986,1281
2009,5.384701729,9.858006477,0.791666389,65.31999969,0.874319792,-0.013195826,0.858095229,0.740035117,0.163549751,1282
2010,5.580281734,9.912044525,0.839095771,65.40000153,0.769190669,0.027899755,0.843691051,0.752467334,0.191947669,1283
2011,5.786367416,9.947519302,0.770422995,65.48000336,0.840359092,-0.020707568,0.841504574,0.785432994,0.154874966,1284
2012,5.914283752,9.984627724,0.841218948,65.55999756,0.848071814,0.012770441,0.846618474,0.744375229,0.176881894,1285
2013,5.770199776,10.01462173,0.830900133,65.63999939,0.79131043,0.259914339,0.755383492,0.664112806,0.316551626,1286
2014,5.962921619,10.05742455,0.863067031,65.72000122,0.808384359,0.235280499,0.844815433,0.710559785,0.260893494,1287
2015,6.322121143,10.09209156,0.817616284,65.80000305,0.674594462,0.218351528,0.837892234,0.732742906,0.313732743,1288
2006,4.014075756,7.561395168,0.761116147,49.93999863,0.555075645,-0.074618995,0.761045754,0.747596443,0.208562687,1296
2008,4.114664078,7.57649374,0.746600628,50.61999893,0.494840056,-0.014989537,0.917589664,0.717300117,0.16449067,1297
2009,3.976598501,7.590881824,0.732557058,50.95999908,0.633815944,0.005445298,0.819207728,0.728791058,0.149751499,1298
2010,3.762305021,7.610160351,0.750922263,51.29999924,0.749049723,-0.030749515,0.810591161,0.7642169,0.16166617,1299
2011,4.666832924,7.609437943,0.795505047,51.63999939,0.822847605,-0.103484303,0.726062477,0.751705825,0.13182123,1300
2012,4.313016891,7.571854591,0.823435068,51.97999954,0.704219282,-0.091024645,0.786719501,0.647199988,0.109447502,1301
2013,3.676277161,7.565345287,0.81969142,52.31999969,0.664711058,-0.056018293,0.754807353,0.716894388,0.192900717,1302
2014,3.974714279,7.602088451,0.843123436,52.65999985,0.651513875,-0.039934594,0.657930553,0.721907437,0.185634121,1303
2015,4.582098484,7.630509377,0.830189168,53.0,0.633753538,-0.069921888,0.800046742,0.695829928,0.243003011,1304
2016,4.016027927,7.655478954,0.836254537,53.40000153,0.696007371,-0.072118282,0.862326682,0.738429368,0.305299431,1305
2017,4.741850376,7.675010204,0.741359413,53.79999924,0.753213346,-0.071506597,0.862655163,0.664621234,0.392784148,1306
2009,6.32763958,10.35251427,0.91577214,70.22000122,0.803179801,0.456184208,0.8523730424599999,0.625680208,0.357874334,1313
2010,5.77387476,10.40155602,0.9083215,70.40000153,0.802044392,0.27799359,0.8303924047000001,0.62371099,0.375302672,1314
2011,6.154718399,10.40196991,0.922639728,70.58000183,0.881921828,0.287677854,0.8202576561899998,0.637833834,0.339702874,1315
2012,5.962872028,10.43333912,0.921752036,70.76000214,0.860689878,0.343095094,0.8180118596500001,0.638694704,0.390503973,1316
2013,6.379924774,10.47258377,0.942231417,70.94000244,0.909436285,0.40047434,0.7719285492100006,0.629010856,0.369558126,1317
2014,6.45211792,10.52617455,0.941215873,71.12000275,0.903936625,0.395181179,0.669645309,0.605655909,0.352065593,1318
2015,6.61339426,10.59405136,0.918764889,71.30000305,0.91217804,0.33901611,0.663886309,0.640534222,0.35504058,1319
2016,6.590842247,10.6044178,0.930369377,71.34999847,0.916023612,0.339051813,0.696494639,0.644831896,0.355443776,1320
2017,6.675665855,10.68071842,0.937331796,71.40000153,0.923642933,0.24353075,0.690494537,0.665943563,0.302443117,1321
2007,4.149043083,8.528328896,0.681909025,56.5,0.572888374,-0.076884784,0.586450517,0.732085705,0.174228683,1328
2008,4.248075008,8.500013351,0.670252621,56.79999924,0.593264878,-0.023257101,0.840947509,0.747175515,0.176086441,1329
2009,4.500431538,8.473753929,0.819333792,57.09999847,0.735071182,0.033849187,0.848293781,0.717251658,0.169828594,1330
2010,4.772306919,8.470888138,0.856507838,57.40000153,0.66893059,0.049623881,0.72736448,0.73715651,0.128675625,1331
2011,4.784804344,8.481584549,0.750276566,57.70000076,0.566920221,0.046541862,0.746937871,0.729369521,0.174862579,1332
2012,4.673203945,8.494066238,0.763332725,58.0,0.487372756,-0.02648476,0.707005799,0.74946624,0.163681492,1333
2013,4.199015141,8.505774498,0.741155803,58.29999924,0.60280025,-0.083960749,0.675553739,0.742709339,0.195690349,1334
2014,4.482805252,8.521212578,0.852777958,58.59999847,0.468318135,-0.059652638,0.589483082,0.743177891,0.163452432,1335
2015,3.922664165,8.547121048,0.874945939,58.90000153,0.447086573,0.049781747,0.715358436,0.797596335,0.193899721,1336
2016,4.472149372,8.533226013,0.784826875,59.125,0.466561466,-0.180696726,0.841835141,0.710193098,0.221666142,1337
2017,4.678159714,8.567708969,0.77922523,59.34999847,0.527446806,-0.160853848,0.777314067,0.630861044,0.272321939,1338
2011,5.477073193,9.797497749,0.80027318,63.52000046,0.848193765,0.183535457,0.846761405,0.653383791,0.252504826,1343
2014,5.647779942,9.895463943,0.784822047,63.88000107,0.824230313,0.168322697,0.879405558,0.740984321,0.222399607,1344
2016,5.610003471,9.967591286,0.836032152,63.97499847,0.819175661,0.131366208,0.890661359,0.705523014,0.245711893,1345
2017,6.174117565,10.00531387,0.910142243,63.95000076,0.912307501,0.078561515,0.818179905,0.682493925,0.168721184,1346
2005,6.580657959,9.791635513,0.902807653,64.40000153,0.813745499,-0.036373803700000006,0.764249027,0.763287425,0.218942866,1353
2007,6.525378227,9.831493378,0.878805637,64.68000031,0.670430362,-0.100851215,0.746681035,0.753813922,0.248497769,1354
2008,6.829036236,9.830188751,0.876327813,64.81999969,0.6774773,-0.133977219,0.784897923,0.774335682,0.201175302,1355
2009,6.962819099,9.763516426,0.868220747,64.95999908,0.682463408,-0.082438864,0.764225543,0.763129532,0.19607076,1356
2010,6.802388668,9.800165176,0.876389682,65.09999847,0.778120756,-0.055010278,0.692891896,0.745259702,0.215494677,1357
2011,6.909515381,9.821863174,0.824064076,65.23999786,0.831368089,-0.106011234,0.697580218,0.700016022,0.227555886,1358
2012,7.320185184,9.843672752,0.767279446,65.37999725,0.787768304,-0.099474534,0.633281112,0.721975505,0.278110534,1359
2013,7.442546368,9.843951225,0.759138405,65.51999664,0.738716662,-0.171332821,0.614747047,0.749586701,0.22294873,1360
2014,6.679831028,9.859636307,0.781964958,65.66000366,0.779132903,-0.100936547,0.629851162,0.759792626,0.22873041,1361
2015,6.236287117,9.880367279,0.760614276,65.80000305,0.719465971,-0.158457875,0.707971931,0.706144869,0.237188041,1362
2016,6.824172974,9.894999504,0.893492579,65.80000305,0.751613081,-0.159664154,0.808579445,0.80195868,0.219571486,1363
2017,6.410299301,9.905106544,0.799839377,65.80000305,0.861405134,-0.208200395,0.800893068,0.775285363,0.230990887,1364
2006,5.102071285,8.922008514,0.812182605,59.47999954,0.554478109,-0.168744326,0.926055431,0.553242445,0.254923016,1371
2007,4.774918079,8.953884125,0.804191709,59.86000061,0.696194947,-0.190058872,0.929560363,0.518586636,0.305511504,1372
2008,5.502756119,9.030895233,0.871552587,60.24000168,0.640617132,-0.060127281,0.925663769,0.565447807,0.283589244,1373
2009,5.554374218,8.970282555,0.855883062,60.61999893,0.550858617,-0.103173181,0.925061643,0.538923979,0.306487501,1374
2010,5.589736462,9.039873123,0.847094715,61.0,0.598484814,-0.092870347,0.929309428,0.564043164,0.277520359,1375
2011,5.792262554,9.097003937,0.869413555,61.38000107,0.62802279,-0.086222336,0.956644356,0.553495347,0.284829497,1376
2012,5.995712757,9.091219902,0.826219797,61.75999832,0.602418542,-0.054079894,0.955484569,0.563796163,0.313725889,1377
2013,5.75605917,9.178068161,0.802882969,62.13999939,0.657734275,-0.073303387,0.940632403,0.547656298,0.260602951,1378
2014,5.917058468,9.227464676,0.804968834,62.52000046,0.623186231,-0.117733337,0.924806714,0.546722054,0.259689748,1379
2015,6.017472267,9.231746674,0.8399055,62.90000153,0.595241427,-0.094334073,0.943118811,0.555981815,0.281455815,1380
2016,5.577784061,9.288789749,0.83732146,63.29999924,0.557369471,-0.052207552,0.969482958,0.58627373,0.274551123,1381
2017,5.325530529,9.346968651,0.83076793,63.70000076,0.552825212,-0.057388533,0.926333785,0.562596619,0.259477794,1382
2007,4.609059334,8.827466965,0.881054759,56.54000092,0.781332672,0.05857759,0.917813003,0.483198076,0.203044012,1389
2008,4.493010044,8.901948929,0.920115948,56.95999908,0.484081417,0.06244687,0.961714268,0.51379323,0.173452139,1390
2010,4.585523605,8.92516613,0.904177845,57.79999924,0.630966604,0.093448654,0.927568316,0.559408605,0.150025174,1391
2011,5.031173706,9.069442749,0.947885275,58.22000122,0.700345695,0.144851491,0.931158841,0.560553193,0.153232589,1392
2012,4.885150433,9.168133736,0.918516099,58.63999939,0.688311696,0.100316219,0.932385981,0.524273217,0.181066349,1393
2013,4.912928104,9.259589195,0.934741557,59.06000137,0.748014033,0.129740626,0.927854478,0.548637271,0.178902224,1394
2014,4.824834824,9.315420151,0.943436682,59.47999954,0.752354145,0.139763758,0.908596814,0.511573672,0.170421317,1395
2015,4.982719898,9.317831039,0.905524373,59.90000153,0.685510755,0.166784003,0.900218189,0.532772839,0.207652658,1396
2016,5.056999683,9.310995102,0.947489381,60.0,0.759740949,0.0833854,0.900452137,0.554553747,0.171171755,1397
2017,5.333850384,9.344127655,0.924250782,60.09999847,0.674627423,0.112303622,0.864952207,0.55165416,0.213599518,1398
2007,5.196315289,9.695746422,0.831840634,65.95999908,0.512067258,-0.139492646,0.814567804,0.536068201,0.339850873,1405
2009,4.8010602,9.701867104,0.81598419,66.12000275,0.55636555,-0.107207306,0.838485658,0.533456802,0.422739923,1406
2010,5.455030441,9.727010727,0.804549336,66.19999695,0.552103698,-0.212194696,0.757207215,0.510351896,0.410302103,1407
2011,5.223116875,9.757734299,0.817631543,66.27999878,0.546081364,-0.23189351,0.762383521,0.509750843,0.378120005,1408
2012,5.218724251,9.729277611,0.704032779,66.36000061,0.46170637,-0.198269919,0.755059719,0.467812985,0.379281342,1409
2013,5.074341774,9.763175964,0.735565186,66.44000244,0.502264977,-0.181771234,0.69337213,0.493074238,0.331081718,1410
2014,5.282720566,9.779885292,0.862930357,66.51999664,0.50266552,0.090654828,0.768465519,0.544968426,0.367646754,1411
2015,5.124921322,9.812665939,0.73963052,66.59999847,0.583317339,-0.149936646,0.781232595,0.534339011,0.337239444,1412
2016,5.304066181,9.841501236,0.865743697,66.69999695,0.568633676,-0.093373761,0.848966599,0.547315359,0.336675465,1413
2017,5.614798546,9.887475014,0.881199837,66.80000305,0.625906289,-0.088865317,0.755680025,0.493103802,0.349785089,1414
2010,4.383247375,8.821134567,0.6681493323333333,62.5,0.662900388,-0.173167989,0.900453091,0.5500450054100001,0.36068778559000003,1420
2011,5.084972858,8.861169815,0.833385289,62.65999985,0.578930736,-0.229121581,0.875224829,0.687321603,0.18714875,1421
2012,4.969656467,8.877475739,0.67582494,62.81999969,0.756784618,-0.197752878,0.844934762,0.640916228,0.28133598,1422
2013,5.142160416,8.904114723,0.597165704,62.97999954,0.571629941,-0.221209183,0.771112204,0.707146108,0.239409268,1423
2015,5.163156986,8.947375298,0.605917633,63.29999924,0.712933421,-0.238552734,0.841856956,0.596332312,0.261803716,1424
2016,5.38630724,8.94012928,0.655409336,63.40000153,0.816556096,-0.248023093,0.717356145,0.658135533,0.205413148,1425
2017,5.312482834,8.977351189,0.641193092,63.5,0.814258039,-0.227031633,0.840502441,0.50060904,0.322715908,1426
2006,4.594879627,6.791730404,0.878794909,44.81999969,0.684149206,0.035071425,0.757999182,0.602492452,0.326822996,1433
2007,4.832634926,6.84026432,0.747681141,45.24000168,0.643061817,0.067659982,0.854016304,0.626931012,0.240263566,1434
2008,4.65358305,6.884682178,0.755582809,45.65999985,0.514437497,-0.000499533,0.864334643,0.611057937,0.27954641,1435
2011,4.971111774,6.996473789,0.817624569,46.91999817,0.639206827,-0.030353591,0.718758941,0.565073431,0.243416056,1436
2015,4.549767494,7.148315907,0.665858209,48.59999847,0.813229263,0.083273016,0.631573498,0.560135126,0.339584351,1437
2017,4.279863358,7.160251617,0.678463697,49.5,0.822670519,-0.03509457,0.682108939,0.6419999,0.353176504,1438
2012,4.438939571,8.066871643,0.612249672,58.15999985,0.691094279,0.646268785,0.694738686,0.573841095,0.205414414,1444
2013,4.175670624,8.134365082,0.75672549,58.63999939,0.775447607,0.690941155,0.637765765,0.675413072,0.217310622,1445
2014,4.786247253,8.204833984,0.774267435,59.11999893,0.870296836,0.699570477,0.591632962,0.713258445,0.111978769,1446
2015,4.223846436,8.229056358,0.752064288,59.59999847,0.80797106,0.691576004,0.633305192,0.729088902,0.271750778,1447
2016,4.623119831,8.321070671,0.793461978,59.92499924,0.877491176,0.680344641,0.607286572,0.671309054,0.301501393,1448
2017,4.154341698,8.369377136,0.795183837,60.25,0.886011839,0.651443303,0.618821502,0.616757214,0.282285541,1449
2007,4.885587215,9.072697639,0.827623546,51.88000107,0.78104049,-0.10710717,0.839217842,0.769055605,0.159755886,1456
2014,4.573991299,9.264313698,0.762783587,54.25999832,0.849354982,-0.19123669,0.790228367,0.722673059,0.238961443,1457
2017,4.441306114,9.243317604,0.82833904,55.34999847,0.810401857,-0.197609693,0.831302881,0.697479606,0.277252167,1458
2006,4.566594601,7.734345436,0.873681068,59.65999985,0.689295828,-0.07285404555999996,0.897136629,0.582539678,0.170838207,1465
2007,4.74828434,7.760577679,0.786707699,59.72000122,0.413320839,0.302675158,0.890811265,0.501775265,0.152297929,1466
2008,4.440526485,7.813568115,0.81765765,59.77999878,0.617604792,0.276357174,0.900028765,0.589481413,0.153098494,1467
2009,4.91686821,7.852507114,0.813067853,59.84000015,0.616153777,0.029189972,0.949701965,0.484039843,0.215433761,1468
2010,4.349675179,7.894578457,0.779038072,59.90000153,0.519062638,0.077226713,0.910801888,0.538355172,0.225972995,1469
2011,3.809444666,7.924372196,0.740979373,59.95999908,0.524797678,-0.023915049,0.934563756,0.530136704,0.207358956,1470
2012,4.233244896,7.967660427,0.733602345,60.02000046,0.637778401,0.056424867,0.88349402,0.53831917,0.231070802,1471
2013,4.604576588,8.000445366,0.740098953,60.08000183,0.72226578,0.137451649,0.877340496,0.495773941,0.279263556,1472
2014,4.975014687,8.055885315,0.785883367,60.13999939,0.711877644,0.107776783,0.840685844,0.492254227,0.287447155,1473
2015,4.812436581,8.089492798,0.74761188,60.20000076,0.763447225,0.214127839,0.823508382,0.444045782,0.358234376,1474
2016,5.099539757,8.084770203,0.837043643,60.47499847,0.839488447,0.15514645,0.81711489,0.523476124,0.369661748,1475
2017,4.736692429,8.159239769,0.816383302,60.75,0.84514761,0.119771995,0.770177126,0.462730408,0.375977933,1476
2005,7.463979244,10.80906963,0.947357953,70.69999695,0.901007771,0.07434946386000002,0.57134223,0.700739443,0.232794717,1483
2007,7.451879501,10.87634659,0.943854094,70.77999878,0.896018088,0.338607341,0.445436567,0.718050301,0.213335603,1484
2008,7.631011963,10.89392567,0.944202244,70.81999969,0.883287251,0.359455019,0.418940485,0.67915082,0.181690425,1485
2010,7.501875877,10.85963345,0.956536889,70.90000153,0.921448231,0.343611419,0.398591846,0.745190442,0.206079304,1486
2011,7.563797951,10.87036133,0.938396096,70.94000244,0.92543155,0.329930574,0.359395891,0.770457447,0.181386188,1487
2012,7.470715523,10.85630417,0.938884676,70.98000336,0.877118647,0.282386273,0.433753788,0.752868414,0.226289868,1488
2013,7.406550407,10.85205364,0.924705446,71.01999664,0.918995857,0.298797578,0.504529953,0.764698267,0.23544322,1489
2014,7.32118845,10.86258888,0.908995748,71.05999756,0.910179615,0.325575739,0.45694837,0.775612891,0.220656529,1490
2015,7.324437141,10.87755871,0.879010439,71.09999847,0.903978765,0.255707234,0.41182211,0.742387831,0.202128634,1491
2016,7.540877342,10.89391708,0.925944209,71.17500305,0.907310009,0.232919499,0.43330425,0.73700738,0.214850739,1492
2017,7.458965302,10.91669846,0.936501324,71.25,0.920319736,0.244688243,0.363133639,0.729161143,0.184519842,1493
2006,7.305014133,10.54111671,0.946047485,69.72000122,0.932080269,0.304418176,0.224220231,0.824703038,0.218773201,1500
2007,7.604173183,10.56198406,0.966532767,69.73999786,0.878218889,0.271592438,0.294616222,0.80339241,0.237997055,1501
2008,7.38117075,10.54131603,0.944274664,69.76000214,0.893072486,0.29077521,0.333750874,0.784192085,0.23188065,1502
2010,7.223756313,10.53364086,0.975642204,69.80000305,0.917752504,0.247454047,0.32074818,0.782820702,0.234758481,1503
2011,7.190638065,10.54798889,0.953649879,69.81999969,0.934768736,0.277503967,0.269330204,0.78369844,0.210149646,1504
2012,7.249629974,10.56498241,0.930028617,69.83999634,0.901853085,0.280487955,0.289297938,0.785510421,0.20687817,1505
2013,7.280151844,10.58457279,0.958153486,69.86000061,0.944000423,0.230049819,0.312235802,0.777919173,0.151396915,1506
2014,7.305892467,10.60536289,0.942380846,69.87999725,0.931882441,0.340978384,0.272608608,0.807100952,0.199018866,1507
2015,7.418120861,10.62168598,0.98734349,69.90000153,0.941784263,0.322481543,0.185888708,0.7945081,0.159829989,1508
2016,7.225687981,10.63653755,0.93660289,69.97499847,0.926576018,0.258688867,0.278270781,0.776531398,0.207413629,1509
2017,7.32718277,10.65028763,0.95492065,70.05000305,0.942279458,0.286919743,0.221887484,0.762818158,0.171716571,1510
2006,4.460158348,8.39525032,0.877170146,64.30000305,0.745456338,0.004562445,0.844391346,0.780207157,0.294415772,1517
2007,4.944090843,8.430828094,0.866213024,64.40000153,0.835559726,0.13529101,0.825798512,0.786737442,0.287482113,1518
2008,5.103827477,8.450397491,0.857186258,64.5,0.790831089,0.070441127,0.818949223,0.770376146,0.289344728,1519
2009,5.352804661,8.402438164,0.834688067,64.59999847,0.746065021,0.065266885,0.794486761,0.739845395,0.299064666,1520
2010,5.68669939,8.430959702,0.86315155,64.69999695,0.791773319,0.013320263,0.801728904,0.749126315,0.268023372,1521
2011,5.385705471,8.477500916,0.800305128,64.80000305,0.778591037,-0.024439771,0.760242522,0.747022092,0.309018821,1522
2012,5.448006153,8.525729179,0.894054413,64.90000153,0.850304902,0.012386252,0.643578768,0.761726439,0.254660487,1523
2013,5.772274971,8.559209824,0.868216038,65.0,0.859149039,0.034493741,0.636246741,0.799891829,0.270609558,1524
2014,6.275266647,8.591470718,0.838567436,65.09999847,0.817320645,0.099423647,0.698808014,0.78232944,0.333935738,1525
2015,5.924112797,8.623898506,0.826908529,65.19999695,0.809259176,0.072650328,0.727998376,0.771062553,0.345594645,1526
2016,6.012739658,8.654224396,0.852702439,65.27500153,0.716534257,0.034974892,0.731464922,0.786971927,0.380347282,1527
2017,6.476356506,8.685310364,0.83804369,65.34999847,0.922162771,0.005833108,0.672963321,0.793321192,0.308447897,1528
2006,3.736951828,6.872498035,0.677165508,50.13999939,0.750336349,0.072593786,0.754975379,0.745853782,0.179303586,1535
2007,4.277402401,6.867029667,0.725712836,50.58000183,0.584067166,-0.059760135,0.747563601,0.722617865,0.158482313,1536
2008,4.235657215,6.904775143,0.60663867,51.02000046,0.648728073,-0.058741428,0.748752594,0.689175248,0.19388248,1537
2009,4.267169952,6.887199402,0.771265149,51.45999908,0.880042136,-0.012671099,0.483152986,0.714190245,0.115248479,1538
2010,4.101016045,6.932192802,0.654964983,51.90000153,0.817219734,-0.027304938,0.528980315,0.71503073,0.125837803,1539
2011,4.555829525,6.918029308,0.817660689,52.34000015,0.779515266,-0.059707608,0.549093366,0.709998012,0.166154444,1540
2012,3.798088312,6.980211735,0.700107574,52.77999878,0.734430909,-0.06790036,0.777340889,0.582121611,0.141553044,1541
2013,3.716329813,6.993816376,0.695813596,53.22000122,0.825387061,-0.08172369,0.710963428,0.639400542,0.208130196,1542
2014,4.180943489,7.020313263,0.752533853,53.65999985,0.687634289,-0.050759047,0.60472846,0.628695428,0.20466128,1543
2015,3.671453714,7.025013924,0.713019609,54.09999847,0.728128314,-0.036639068,0.702549696,0.664707303,0.218422577,1544
2016,4.234645844,7.042164326,0.682828248,54.45000076,0.701927304,-0.02027547,0.814493895,0.646426618,0.325441957,1545
2017,4.615673542,7.052698135,0.582109571,54.79999924,0.68355757,-0.034799431,0.777660012,0.698577642,0.426522374,1546
